"","dwc.scientificName","decimalLongitude","decimalLatitude","idigbio.isoCountryCode","dwc.individualCount","coreid","dwc.taxonRank","dwc.coordinateUncertaintyInMeters","year","dwc.basisOfRecord","dwc.institutionCode","species"
"2164","leptodactylus savagei",-48.4384,-1.45,NA,NA,"de42b22f-fe47-4dd4-859e-76dd8abe58e4","species",NA,1969,"preservedspecimen","ku","Leptodactylus_savagei"
"2165","leptodactylus latinasus",-50.26667,-29.9,NA,NA,"5a59a67c-2045-4c02-9de2-68d84281d2b4","species",11115,1955,"preservedspecimen","cas","Leptodactylus_latinasus"
"2166","leptodactylus ocellatus",-43.13,-11.09,NA,1,"5d660c58-989f-41c9-aaaa-5dcd27cbd0fe","species",3100,1907,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2167","leptodactylus ocellatus",-57.68,-16.06,NA,1,"5e793656-54ee-4c3a-9c97-e769ea8e1164","species",14115,1909,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2168","leptodactylus notoaktites heyer, 1978",-49.23333,-26.43333,NA,1,"69dfdee9-3c00-466c-a40f-121e46e8c25f","species",53865,1918,"preservedspecimen","mcz","Leptodactylus_notoaktites"
"2169","leptodactylus ocellatus",-47.637282,-24.315362,NA,1,"44b0a169-6450-4f44-8fa2-d5210c1d48c4","species",12341,1941,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2170","adenomera hylaedactyla",-48.4384,-1.45,NA,NA,"8037e9ec-6b76-4d7f-ac2e-6d48561ca4f8","species",NA,1969,"preservedspecimen","ku","Adenomera_hylaedactyla"
"2171","adenomera hylaedactyla",-63.927466,-8.795168,NA,2,"824a59aa-0f35-4f56-a642-ec5c0b3a91e9","species",17830,1921,"preservedspecimen","ummz","Adenomera_hylaedactyla"
"2172","leptodactylus latinasus",-50.26667,-29.9,NA,NA,"85084349-b8b7-4371-8f18-a6609896bb49","species",11115,1955,"preservedspecimen","cas","Leptodactylus_latinasus"
"2173","leptodactylus latrans",-48.45637,-1.45,NA,NA,"7e00508f-cd78-474f-9b23-6a40b0aeecfe","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"2174","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"739f15d6-af08-4f42-bbbe-4c7d559f9fb6","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2175","adenomera marmorata",-47.21667,-23.65,NA,NA,"6fb7e543-fb5a-44b4-ac6b-ba9e855ea7de","species",NA,1962,"preservedspecimen","ku","Adenomera_marmorata"
"2176","leptodactylus mystacinus",-47.31667,-23.26667,NA,NA,"070a3459-daa2-4dee-9a58-b005dcb8b4cf","species",NA,1958,"preservedspecimen","ku","Leptodactylus_mystacinus"
"2177","leptodactylus ocellatus",-51.88,-29.21,NA,1,"07725b48-79db-411d-b1bf-eb9e98c77c81","species",6865,1966,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2178","adenomera marmorata",-45.83,-23.63,NA,6,"f241d59f-1d26-4ee4-af87-1b2ac9cc36bb","species",NA,1976,"preservedspecimen","usnm","Adenomera_marmorata"
"2179","leptodactylus fuscus",-60.92,2.42,NA,1,"fc3de918-dd77-4647-869c-ef4a3de727a3","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2180","leptodactylus petersii",-56.6708,-1.1886,NA,1,"50c1e638-0bae-499a-9c4a-28603b7134b8","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"2181","leptodactylus ocellatus",-46.7658,-12.9008,NA,1,"0a7f4d26-2956-4961-84e3-f1fcd4672e86","species",21365,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"2182","adenomera marmorata",-45.83,-23.63,NA,1,"091331cd-9eb5-450c-b1e4-8381d24566aa","species",NA,1975,"preservedspecimen","usnm","Adenomera_marmorata"
"2183","leptodactylus leptodactyloides",-61.37,-3.9,NA,1,"e8217626-8e06-4dda-8fab-c4043ac442bc","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"2184","leptodactylus discodactylus",-66.23,-3.28,NA,1,"09b94270-2cfe-45e6-adf0-3f23f2eaa0e6","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"2185","leptodactylus podicipinus",-56.6944,-20.1319,NA,1,"12e9d5c4-6cdf-4902-af7f-33a4ae07c2aa","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2186","adenomera marmorata",-48.9693,-25.4,NA,1,"d229c071-fa46-4c6c-bc61-9520bf841e9a","species",14710,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"2187","adenomera andreae",-55.9833,-4.28333,NA,1,"6f722b94-5ba7-4ec5-8e4e-ff577e9d8779","species",4865,1981,"preservedspecimen","usnm","Adenomera_andreae"
"2188","leptodactylus petersii",-55.9833,-4.28333,NA,1,"d57db4f3-3bde-4370-92f5-72e667806862","species",4865,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"2189","leptodactylus podicipinus",-61.7,-6.03,NA,1,"ad2832dc-824c-456f-bd48-c20c5d392a92","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2190","leptodactylus podicipinus",-59.58,-4.42,NA,1,"90a2fe55-dcda-4d08-b7bf-19e5a8b471fc","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2191","adenomera hylaedactyla",-61.1167,-13.4167,NA,1,"4d14f234-c75b-4d09-bbd1-5440581e9f90","species",32615,1985,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"2192","adenomera andreae",-59.58,-4.42,NA,1,"3f28408a-ed7e-4a5a-af42-f9094f05ad7f","species",NA,1975,"preservedspecimen","usnm","Adenomera_andreae"
"2193","leptodactylus fuscus",-63.13,-9.72,NA,1,"414d693f-14c0-4b19-a1db-93162b15b45f","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2194","leptodactylus knudseni",-59.83,-2.33,NA,1,"9c80f553-13c5-43da-9214-2cef223c2268","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_knudseni"
"2195","leptodactylus petersii",-56.6708,-1.1886,NA,1,"07870932-5ad1-4673-b303-61cac16c91db","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"2196","leptodactylus ocellatus",-57.65,-19.0167,NA,1,"6562aef0-084a-44c4-8425-ce8b14443709","species",5865,1941,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"2197","leptodactylus guianensis",-61.15,4.48,NA,1,"30f06dc4-8ef9-4ea9-aa3f-9c9e80fa16d3","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_guianensis"
"2198","leptodactylus cunicularius",-43.65,-19,NA,1,"133d436e-2de8-4075-97c1-c947fad2962c","species",22615,1980,"preservedspecimen","usnm","Leptodactylus_cunicularius"
"2199","leptodactylus fuscus",-63.13,-9.72,NA,1,"74148852-b1f2-4aac-b756-4884a1b2d4e3","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2200","leptodactylus discodactylus",-66.23,-3.28,NA,1,"f44139b4-7aeb-48df-8fe8-1e3991e83ae6","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"2201","adenomera hylaedactyla",-56.6944,-20.1319,NA,1,"6f840782-0748-425a-b07e-a63ab07dd447","species",NA,1987,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"2202","leptodactylus fuscus",-63.1333,-9.71667,NA,1,"8c99bf42-fa2f-4dfc-b7ab-1b3faf733323","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2203","eleutherodactylus octavioi",-43.230579,-22.927124,NA,1,"ac2c730e-192a-45e9-80d1-e9781340ccb6","species",3036,1964,"preservedspecimen","ummz","Eleutherodactylus_octavioi"
"2204","leptodactylus ocellatus",-58.44693056,-3.144305556,NA,NA,"3791c8a8-cd6e-4eba-adcd-f4f369bd124c","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"2205","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"386d2caa-f5c4-4662-8eac-3b4e502b2005","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2206","adenomera andreae",-48.4384,-1.45,NA,NA,"939f9841-fc19-4518-aaf3-a9573f06ddbe","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"2207","leptodactylus elenae",-56.516667,-20.2,NA,4,"ed0eb7c9-83ba-4b62-b1ba-74c003f47245","species",5607,1941,"preservedspecimen","ummz","Leptodactylus_elenae"
"2208","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"f08501b2-2539-4043-ade6-70a4c519f620","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2209","adenomera hylaedactyla",-55.7499962,-15.4333324,NA,NA,"1dea8a1e-0155-46ad-88c3-4ae7cd62b5e9","species",7605,NA,"preservedspecimen","omnh","Adenomera_hylaedactyla"
"2210","leptodactylus mystacinus",-56.516667,-20.2,NA,NA,"1369819f-0afc-4c0e-a577-3ef846c796c0","species",5607,1941,"preservedspecimen","ummz","Leptodactylus_mystacinus"
"2211","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"1439d59c-0f62-42c4-9a48-418b8e73c247","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2212","leptodactylus latrans",-48.45637,-1.45,NA,NA,"580ed87d-056c-40db-be4e-d0e052862117","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"2213","leptodactylus ocellatus",-40.6,-19.91667,NA,NA,"78b424a3-adb0-492a-94bd-86a1d85403d6","species",11115,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"2214","leptodactylus ocellatus",-35.7333333,-8.4833333,NA,NA,"38fd913c-c29d-4b5f-94f9-573900f02656","species",8240,1883,"preservedspecimen","cumv","Leptodactylus_ocellatus"
"2215","cycloramphus neglectus lutz, 1928",-49.23333,-26.43333,NA,1,"465af5e1-f9b6-43c2-8bee-c1d22e770509","species",53865,1918,"preservedspecimen","mcz","Cycloramphus_neglectus"
"2216","leptodactylus ocellatus",-56.516667,-20.2,NA,11,"2aae5e2f-e4a3-4c06-b844-dc09b2ebba93","species",5607,1941,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2217","leptodactylus mystaceus",-61.2038,1.55,NA,NA,"400c479c-e838-45e3-9c0e-57627eb56dd4","species",6397,1993,"preservedspecimen","omnh","Leptodactylus_mystaceus"
"2218","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"42d3f404-47e7-439c-b1f4-661d3ad071f7","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"2219","leptodactylus macrosternum",-60.63996,2.84353,NA,NA,"8df8a583-5b81-4c0e-b612-1b041c11bf17","species",6765,1993,"preservedspecimen","omnh","Leptodactylus_macrosternum"
"2220","leptodactylus macrosternum",-60.63996,2.84353,NA,NA,"799bcf96-3b48-4935-8109-bd2b6144a5a7","species",6765,1993,"preservedspecimen","omnh","Leptodactylus_macrosternum"
"2221","leptodactylus leptodactyloides (andersson, 1945)",-66.56667,-2.46667,NA,1,"82f6cd21-738b-4689-bcd1-b70e700b04a6","species",87144,1973,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"2222","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"8549bb8e-021a-498d-a15c-95ddd44471d8","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2223","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"8a056f8b-8b03-45c4-94cc-fc7fd5506ab6","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"2224","leptodactylus podicipinus",-57.65,-19.01,NA,1,"8b34e643-f7c0-43b5-9af9-10b75ecf4bbb","species",5865,1909,"preservedspecimen","cm","Leptodactylus_podicipinus"
"2225","leptodactylus pustulatus",-53.3781,-12.20097222,NA,NA,"0ca3348e-3d75-4f1e-a1f2-8c40749abc6c","species",NA,1964,"preservedspecimen","cas","Leptodactylus_pustulatus"
"2226","leptodactylus fuscus",-63.18339,-4.10944,NA,1,"05789991-34ca-448b-9783-96729ed9fc91","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_fuscus"
"2227","leptodactylus notoaktites",-50.580556,-23.162222,NA,1,"3206437e-c3eb-494e-b821-023a3487efa4","species",NA,2010,"preservedspecimen","unicamp","Leptodactylus_notoaktites"
"2228","leptodactylus notoaktites",-49.964917,-25.064361,NA,1,"219b0d91-fcc4-4c45-bfc6-bea4b1161c06","species",NA,2013,"preservedspecimen","unicamp","Leptodactylus_notoaktites"
"2229","leptodactylus fuscus",-60.67,2.82,NA,27,"2c10fa4f-afe4-4e6b-9ec3-48879184fdd8","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2230","leptodactylus ocellatus",-44.5667,-17.9,NA,1,"6e95719a-1405-40af-a221-18d2fe00c2dc","species",19490,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"2231","leptodactylus guianensis",-61.72,0.35,NA,1,"5d3c7fd0-cab3-49df-a163-d7a884efa6a2","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_guianensis"
"2232","leptodactylus rhodomystax",-59.85,-2.4333333,NA,NA,"04843948-13e6-452f-8abb-cfad9e34d61f","species",NA,1989,"machineobservation","clo","Leptodactylus_rhodomystax"
"2233","leptodactylus guianensis",-61.72,0.35,NA,1,"e001324c-f62a-497a-b323-180462a30e4c","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_guianensis"
"2234","adenomera marmorata",-45.83,-23.63,NA,1,"24dd9200-31eb-4309-b9a3-db0e960eac28","species",NA,1986,"preservedspecimen","usnm","Adenomera_marmorata"
"2235","leptodactylus mystacinus",-44.65,-22.82,NA,1,"7229e8d8-eab8-44d4-a627-e3b9332da0a6","species",NA,1976,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"2236","adenomera hylaedactyla",-61.7,-6.03,NA,1,"b285a0ab-87be-47d1-a17c-69c3731b3e78","species",NA,1975,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"2237","leptodactylus mystaceus",-56.6708,-1.1886,NA,1,"2e92a905-3298-40b5-8d8e-f87032c9bc70","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"2238","leptodactylus petersii",-56.6708,-1.1886,NA,1,"ed297b40-d0f5-4af2-a4a8-4b3ac975b041","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"2239","adenomera andreae",-64.6,-7.08,NA,1,"a8acf442-2f81-4de6-993c-9ba8b24c6919","species",NA,1974,"preservedspecimen","usnm","Adenomera_andreae"
"2240","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"811e75ca-7802-4e9a-9637-81149e4bae7c","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2241","leptodactylus vastus",-39.7333,-7.18333,NA,1,"f0501041-e78b-4987-a2cd-03ec5a587e46","species",11990,1979,"preservedspecimen","usnm","Leptodactylus_vastus"
"2242","leptodactylus mystaceus",-56.6708,-1.1886,NA,1,"137d77b7-6476-4ed3-8971-c1ca6b1e6e76","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"2243","leptodactylus fuscus",-46.7658,-12.9008,NA,1,"b0ba7001-2d73-43cd-8712-a6adfc1cca37","species",21365,NA,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2244","leptodactylus leptodactyloides",-61.37,-3.9,NA,1,"435ee9b8-0e8f-4793-aa2f-786dae4d307e","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"2245","leptodactylus vastus",-36.7833,-6.41667,NA,1,"77028a10-07d2-4d6f-bc6b-e2c933b4a6c6","species",11990,NA,"preservedspecimen","usnm","Leptodactylus_vastus"
"2246","leptodactylus riveroi",-59.98,-2.87,NA,1,"0578e423-389f-4cd4-9ba5-e3060d27d4f0","species",NA,1991,"preservedspecimen","usnm","Leptodactylus_riveroi"
"2247","leptodactylus fuscus",-59.78,3.83,NA,1,"0a4424f7-4824-4524-9548-80ef4b476277","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2248","leptodactylus mystaceus",-56.6708,-1.1886,NA,1,"88979299-33bc-4a65-90e2-c0bdae32e143","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"2249","leptodactylus validus",-61.73,3.75,NA,1,"1ed46567-12df-456c-bcc2-3f7c3427bcb8","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_validus"
"2250","leptodactylus mystaceus",-59.83,-2.33,NA,2,"47a4d7be-ec2c-4c8c-b66c-ea818cfe2b44","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"2251","leptodactylus myersi",-60.92,2.42,NA,1,"bf35fcb7-5892-4a4b-a8bb-428f3b615c02","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_myersi"
"2252","leptodactylus petersii",-56.6708,-1.1886,NA,1,"f865a59f-35d4-4e33-acde-7c8a7619fe53","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"2253","leptodactylus furnarius",-44.75,-22.5667,NA,1,"c767fd31-8ebe-42d6-a3cd-ee06558fcb02","species",28615,1925,"preservedspecimen","usnm","Leptodactylus_furnarius"
"2254","leptodactylus fuscus",-42.98,-22.43,NA,1,"2b34658b-ef24-4dfd-9913-53627228c5c6","species",NA,1977,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2255","leptodactylus petersii",-61.57,-11.15,NA,1,"fc227cfd-0c58-4558-9d0e-80f497c7cff1","species",NA,1984,"preservedspecimen","usnm","Leptodactylus_petersii"
"2256","leptodactylus leptodactyloides",-52.67,-3.9,NA,1,"2cf4dbfa-ba7c-416b-bf66-ab606ea47ac1","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"2257","leptodactylus mystacinus",-47.7,-21.6,NA,1,"c84d0fe7-9772-4534-bc07-0d8d73555807","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"2258","leptodactylus ocellatus",-49.25,-25.4167,NA,1,"0b3a893b-d18f-4827-a67e-03f4113e8d5e","species",11990,1963,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"2259","leptodactylus discodactylus",-66.23,-3.28,NA,1,"fa78f249-7575-4b3b-adeb-7513f79dfa53","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"2260","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"d059ebcd-e8c8-4771-954b-e545d33c4a9c","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2261","leptodactylus pentadactylus",-44.997652,-12.146051,NA,1,"c4ad3155-1f11-40e7-88fc-96c2420253a5","species",10295,1942,"preservedspecimen","ummz","Leptodactylus_pentadactylus"
"2262","cycloramphus neglectus lutz, 1928",-49.23333,-26.43333,NA,1,"a31a2644-a22d-412a-a660-06f844930ed5","species",53865,1931,"preservedspecimen","mcz","Cycloramphus_neglectus"
"2263","leptodactylus fuscus",-57.65,-19.01667,NA,1,"ac1c7ee2-015c-4b39-a66d-d2e16b36686b","species",5865,1954,"preservedspecimen","mcz","Leptodactylus_fuscus"
"2264","adenomera marmorata",-47.21667,-23.65,NA,NA,"cb724f67-45d2-4172-9b75-8db137151730","species",NA,1962,"preservedspecimen","ku","Adenomera_marmorata"
"2265","leptodactylus ocellatus",-43.883333,-19.633333,NA,8,"ce659960-b213-43b2-804d-fb82ad83668d","species",7100,1941,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2266","leptodactylus macrosternum",-60.63996,2.84353,NA,NA,"b0d1d625-f9d8-44cb-80e3-b77f854f1f76","species",6765,1993,"preservedspecimen","omnh","Leptodactylus_macrosternum"
"2267","physalaemus fuscomaculatus",-57.13333333,-21.23333333,NA,NA,"f367f8af-0ed8-4079-becd-57d0c4c05d29","species",NA,1938,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"2268","leptodactylus petersii",-48.4384,-1.45,NA,NA,"f81227b4-9875-4b46-ba5c-93368b637a90","species",NA,1969,"preservedspecimen","ku","Leptodactylus_petersii"
"2269","leptodactylus gracilis",-46.6,-23.59,NA,1,"d8fe8ca3-146b-4ec0-8d39-c78b058a1a19","species",2500,1953,"preservedspecimen","cm","Leptodactylus_gracilis"
"2270","leptodactylus fuscus",-61.13969,1.83973,NA,NA,"dacf5bc2-af64-42c9-bcde-07bf19fe4108","species",6714,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"2271","leptodactylus ocellatus",-35.20796667,-6.091538889,NA,NA,"665a535f-e456-44ed-9ae1-1c988aa0b96a","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"2272","leptodactylus ocellatus",-46.783333,-24.183333,NA,1,"697c974c-ecf0-4972-a4d0-ddf83097466f","species",3036,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2273","leptodactylus fuscus",-61.13969,1.83973,NA,NA,"7edef32f-be23-4097-a775-6ef8b2eb65f2","species",6714,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"2274","adenomera marmoratus",-49.23333,-26.43333,NA,1,"87e955c6-6403-4dd6-85a0-648c072a1f36","species",53865,1931,"preservedspecimen","mcz","Adenomera_marmoratus"
"2275","adenomera marmoratus",-49.23333,-26.43333,NA,1,"83247bc7-3300-435d-a140-72a6f23b8391","species",53865,1931,"preservedspecimen","mcz","Adenomera_marmoratus"
"2276","leptodactylus ocellatus",-45.425085,-23.825781,NA,1,"6e7ac6a7-e831-4f7d-9a92-a3babe61b356","species",1137,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2277","leptodactylus ocellatus",-35.20796667,-6.091538889,NA,NA,"04c89c02-5045-4f9d-8fe3-87c22004d59d","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"2278","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"06981948-74ba-43d8-b1b9-6651d5971f4b","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"2279","leptodactylus fuscus",-60.02063889,-3.129969444,NA,NA,"25b4a23f-2842-45f0-94eb-c962362459b1","species",NA,1964,"preservedspecimen","cas","Leptodactylus_fuscus"
"2280","leptodactylus ocellatus",-43.13,-11.09,NA,1,"283bcb81-308e-4e72-b7a0-13548089643d","species",3100,1907,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2281","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"783883a4-d9ec-42ed-908c-0da4bf246f3e","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"2282","leptodactylus ocellatus",-51.2,-30.03,NA,1,"0ef6f68b-3ba4-4b0c-8f9e-305655127b21","species",10115,1965,"preservedspecimen","cm","Leptodactylus_ocellatus"
"2283","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"10ad34d1-d55f-40f4-a6fd-106f72fb7753","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2284","leptodactylus mystacinus",-46.835472,-22.613333,NA,NA,"a22ff6cb-0e80-4ad2-9f93-91258911d775","species",NA,2020,"preservedspecimen","unicamp","Leptodactylus_mystacinus"
"2285","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"c9485361-0a0b-4c08-bb19-6810a7bc608c","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"2286","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"cbecb56b-ed8d-4d83-bb24-8bb952f2a9a8","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"2287","adenomera andreae",-48.4384,-1.45,NA,NA,"d53a6370-8e4a-4290-a89e-d9aa203b36b0","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"2288","leptodactylus leptodactyloides (andersson, 1945)",-66.01667,-2.53333,NA,1,"d7b2c7c2-5a8a-4533-b5ea-344f748f08b6","species",8865,1973,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"2289","leptodactylus petersii (steindachner, 1864)",-62.13333,-3.7,NA,1,"c00d3c43-2b77-425b-bc64-752e8f6f8f88","species",6615,1973,"preservedspecimen","mcz","Leptodactylus_petersii"
"2290","leptodactylus latrans",-48.45637,-1.45,NA,NA,"ea937828-cc63-4803-80a4-a1b75d59491d","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"2291","leptodactylus savagei",-54.22953,-2.90654,NA,NA,"edef3700-df77-4cef-8cab-68ed6c6462ad","species",NA,1970,"preservedspecimen","ku","Leptodactylus_savagei"
"2292","adenomera andreae",-52.05,0.98333,NA,1,"8e60ac07-e68b-41fb-9b68-550f97f6f791","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"2293","adenomera marmorata",-45.83,-23.63,NA,7,"1aefe7ee-9fa4-4958-a4e3-198cd538b755","species",NA,1976,"preservedspecimen","usnm","Adenomera_marmorata"
"2294","leptodactylus fuscus",-49.3833,-25.5333,NA,1,"39f206c1-3de4-4469-9337-81b82aecbbc2","species",13865,NA,"preservedspecimen","usnm","Leptodactylus_fuscus"
"2295","leptodactylus troglodytes",-39.7333,-7.18333,NA,1,"b1b0f2f7-11a8-44b4-8a14-f25ddc9d7393","species",11990,1979,"preservedspecimen","usnm","Leptodactylus_troglodytes"
"2296","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"bef3a927-6ef5-4e49-abe8-2c6210adca14","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"2297","leptodactylus petersii",-56.6708,-1.1886,NA,1,"28438898-2229-4fb7-b7be-b069ef7a59eb","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"2298","leptodactylus mystacinus",-44.65,-22.82,NA,1,"71589f79-0e4e-40e1-af24-72bbb250af40","species",NA,1976,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"2299","adenomera marmorata",-45.83,-23.63,NA,1,"1c6281d9-daf7-4195-8370-059ee40d2415","species",NA,1976,"preservedspecimen","usnm","Adenomera_marmorata"
"2300","adenomera marmorata",-45.83,-23.63,NA,1,"df5168f0-1d45-4e79-b3f1-d11f52635b3f","species",NA,1975,"preservedspecimen","usnm","Adenomera_marmorata"
"2301","adenomera andreae",-64.6,-7.08,NA,1,"14e9cc91-fe29-47ce-9186-e60e08f02626","species",NA,1974,"preservedspecimen","usnm","Adenomera_andreae"
"2302","leptodactylus ocellatus",-43.35,-4.87,NA,1,"2653a54a-a9b1-4c11-bcd9-8ea1618998b7","species",NA,1923,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"2303","leptodactylus podicipinus",-55.15,-21.6333,NA,1,"50eafc93-c5d8-4258-af6f-3b32102ebc6f","species",21365,1938,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2304","leptodactylus podicipinus",-52.35,-14.6667,NA,1,"6c9677a1-0b81-4deb-83be-67d3cb0a8fc9","species",367615,NA,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"2305","adenomera martinezi",-50.6667,-11.2167,NA,1,"f0206f6d-0c73-49d4-a414-729c2ded5066","species",33115,1948,"preservedspecimen","usnm","Adenomera_martinezi"
"2306","leptodactylus vastus",-38.67,-3.88,NA,1,"bb18d8e3-c167-44be-a817-e9616011422d","species",8865,NA,"preservedspecimen","usnm","Leptodactylus_vastus"
"2307","leptodactylus leptodactyloides",-52.38,-3.65,NA,1,"285724d8-95be-42a1-9a61-d58e6ca76880","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"2308","adenomera hylaedactyla",-56.6708,-1.1886,NA,1,"e51e8916-adc1-4cde-acbb-efc67b9ab4cf","species",30740,1979,"preservedspecimen","usnm","Adenomera_hylaedactyla"
